Artist,Song,Mood,song_id
Black Eyed Peas,Pump It,pos,2ygMBIctKIAfbEBcT9065L
Relient K,Come Right Out And Say It,pos,3C45TMJ8NFmfjsSxjLm5Tv
Thievery Corporation,Lebanese Blonde,pos,1LTaSKLptV1Kylak33KnMn
Ziggy Marley,Melancholy Mood,pos,7nY59uK9jauHVfeppS65Ho
Black Sabbath,Sick and Tired,neg,
Lovex,Time And Time Again,neg,3pEGNvJWWAfDSuUrQjEpEV
Antimatter,Dream,neg,7dJ5qAwVEGsCo1L3tGxdKa
The Beach Boys,Surfer Girl,pos,1AJ5F0FMTC3yFU3ocjy1gE
The Pineapple Thief,Snowdrops,neg,0qzCX1S2V0PVc8rmJy20XV
Cradle of Filth,Hallowed Be Thy Name,neg,0mJUxFpEI1eAOIIfnNoZ4G
Rosanne Cash,House on the Lake,neg,1jCzRZAlFoLcgZxcOLq7tM
Franz Ferdinand,No You Girls,pos,4VP8QiCeaZq8BeTIUrMQOG
"Phair, Liz",Fuck and Run,neg,2qpmugEb0DI8kZLszkBLBT
Okkervil River,Love to a Monster,neg,
Morningwood,Ride The Lights,pos,4YltkUJ82ydZf9bH0xAzrb
OK Go,Invincible,pos,5YCXQINNQyP4dPmQdUz5ER
Oceansize,Only Twin,neg,6shibDFUSB61QKQ8W5etLM
L.A. Guns,The Ballad Of Jayne,neg,0gTEvnqaTPmrDvzbKZtQuw
Sting,If I Ever Lose My Faith In You,pos,05vL56xSoxthM0r7IfcQjo
Porcupine Tree,Waiting,neg,6IUwal3RAR3Vf62Eu3sd4E
Gwen Stefani,Hollaback Girl,pos,0eqH0ALoDQevq59YcQ53KE
John Martyn,Go Down Easy,pos,17g3bROn8V2eKfPpSYbSOQ
Kanye West,Gold Digger (feat. Jamie Foxx),pos,5QlMY9PUx0LUzwM9rnpAgv
Goldfrapp,Time Out From The World,pos,2dOg5ZFKv3n7v5cID7Kjdi
Black Sabbath,TV Crimes,neg,3Fpyn52CLDeYfpf8AQJJHo
Public Enemy,Welcome to the Terrordome,neg,2HlKSufhcnPDZAS1S7jLg6
Horse Feathers,Finch on Saturday,pos,2C96X6FAHoI556xTLMRcjI
Tenacious D,The Divide,pos,0LUvPUrXYMMUCeAVPNktFR
D'Angelo,When We Get By,pos,1DNkxLaGqAIU43kHQkunoE
Blur,Resigned,neg,3S12H9ZOlr3csdkMoblfDO
The Doors,Celebration of the Lizard,neg,17CEV2efL5t6TWx7pis3iL
Skinny Puppy,Love In Vein,neg,67OYMTxXgv1LmnyPgi3DoJ
Radiohead,There There,neg,5h4y42RUKwYKYWgutNwvKP
Morningwood,New York Girls,pos,0bMDJo0KLifcXwkukco980
Coldplay,Strawberry Swing,pos,2dphvmoLEXdk8hOYxmHlI3
Final Fantasy,Furniture,pos,
Justin Timberlake,Take It From Here,pos,0qpCwx9VYn7yR3d3YdT5Wd
Desmond Dekker & The Aces,It Mek,pos,4UjAUBivCvCFc5La3N4FS2
PJ Harvey,This Mess We're In,neg,3vNFsxBbA4dPkymPF5Jm1b
Nightwish,Dead Boy's Poem,neg,34wyVxEIGOdeieRzwGQYrr
Korn,Ever Be,neg,2snI5CVCUvEbvC8bVNZxrF
Soundgarden,Jesus Christ Pose,neg,2UoHjfejHhemj0KSWCOV2A
Stereophonics,I'm Alright (You Gotta Go There To Come Back),neg,0BFOJcD9Bv3UchCb8KfW0P
The Arrogant Worms,Jesus' Brother Bob,pos,
Katie Melua,Mary Pickford,pos,1P5FjSxW8RLHkpTv7LNrO4
The Cure,The Figurehead,neg,3vr6JldGMdW5l018XmLIxF
Evanescence,Everybody's Fool,neg,0tWEB6BxbI48XN79QE1JbT
Ambulance LTD,Michigan,pos,6zlpiwmw0OUWWmYdRmVfv0
Harry Belafonte,Banana Boat Song (Day-O),pos,
Flight of the Conchords,A Kiss Is Not A Contract,pos,7H68hWcSYM3C2lEDwSPIJQ
Placebo,Running Up That Hill,neg,6RHHbAbyIcPpvS1dP3KUGq
Mindy Smith,Falling,pos,2zUIViKCzgS0VrLqqqLpfj
Patti Smith,We Three,neg,62qEv00qkhGyQdwVzeyXsC
Showaddywaddy,I Wonder Why,pos,346nWE1IDP5VlJRScZakMP
Miss Kittin & The Hacker,Frank Sinatra,pos,3mK7ll5qJEKgsV3IQtpJJP
Alice in Chains,Don't Follow,neg,7CI0VS6ETno5mgHi4PoCrY
Madness,One Step Beyond,pos,0bAYJxEe6ate8gL0G2qj1B
Amos Lee,Bottom Of the Barrel,pos,3FLYHWXkojNtBSqB7MDslh
Hello Saferide,My Best Friend,pos,2WYUZcrkZuyXGgKE05UhEC
"John, Elton",Daniel,neg,1BvJmtaXsqtH438BcDPeBb
The Rolling Stones,Turd On The Run,pos,7wSVa5dSpjM62zrF0WsMVQ
Patrick Wolf,Bluebells,neg,6JWw8oSd5FLaE2DQd4UmX6
Deine Lakaien,Love Me to the End,neg,2P5QWgYVpbPZy1iqmGlVrx
Ambulance LTD,Swim,pos,5WFb9ULvwdDL3thThHvqo6
Chimaira,The Flame,neg,0TXlQDw8j2gG97EzSh6t9B
Panic! At the Disco,Nine In The Afternoon,pos,3oap5wNMWwX1dT3AVKwLzH
Melody Club,Electric,pos,2AvS4Rk5G6jPAhZwytyF20
Eric Clapton,River of Tears,neg,6YxSgb19eNWGfJs8rwMkT3
This Providence,My Beautiful Rescue,pos,2BagLPRSrq9j8ASiVd23bt
Antimatter,Mr White,neg,397B34nn9t4xkl7iNT5d8U
Filter,White Like That,neg,71H5hNlXGRDKULebdcR1sQ
Tom Waits,Looks Like I'm up Shit Creek Again,neg,1ImTUxiLHYr5AaZhNXWdEi
Megadeth,The Killing Road,neg,0jKqcTDzbUv7chWlJiAuR5
The Antlers,Kettering,neg,453spNn4mGdYErYt3rGhSX
Aqua,Cartoon Heroes,pos,7vJgjjXD9spt5fgaSPox9z
The Killers,Bones,pos,4shKoD4U0rsE6UDjyPEjyK
Travis,Follow The Light,pos,5ot8tiAMaFCoPI7UjrZY4s
Moonspell,Awake,neg,240lpdB9bBXFyNVjmSPRV2
Yeah Yeah Yeahs,Gold Lion,pos,6tuiDRFaXOBqFLpeTBjAAn
Veruca Salt,Loneliness Is Worse,neg,0u8ZJTtfHp7K8bjXsxiuUa
Erykah Badu,4 Leaf Clover,pos,66q8IX1czlTF7BUYZ7CNts
Celtic Woman,The Wexford Carol,pos,0HxFfvcePAN3Jec7Bgg1Rq
Marvin Gaye,I Won't Cry Anymore,neg,0BeEHlEPK34iZhIRztyQHR
Nickel Creek,Eveline,neg,5rbB234M0EaapxiDqOUyby
The Offspring,Feelings,neg,50UeatbSCQaOInjokdo7WQ
Joss Stone,Killing Time,pos,5G6x3QgKSzos6khVmDa3rI
Taking Back Sunday,Catholic Knees (Album Version),neg,
Christina Aguilera,I Turn to You,pos,4Do68W4FWO2hRAJCzG1lus
Rasputina,The Donner Party,pos,
Stephen Lynch,Craig,pos,1pjyHGDQVReD8yqTG8JHbp
Bruce Springsteen,The Ghost of Tom Joad,neg,4RaxnzmTN4bojbbEYtvXjk
Jamiroquai,High Times,pos,45vbV4YznRHi1uKS9l0xkI
Noir DÃ©sir,7 Minutes,neg,5N2bK0kikCsPk7Fz9upEml
Sheryl Crow,Steve McQueen,pos,3rhX0zbugBoUkTADNGGkj2
The Brand New Heavies,Dream On Dreamer,pos,6E4vhLRYh1pBK9woMCPHTj
"Carmichael, Hoagy",Stardust,neg,4vuoL9ldmpmZcXm7RkhQvx
IAMX,This Will Make You Love Again,neg,30x4kLcCFqYhwXJdK0cKVE
Slayer,Piece by Piece,neg,4r7wKbbQPN4hzNWjLM5554
Harold Melvin & The Blue Notes,Wake Up Everybody,pos,4vYauy3ABO65vTXggGYaZg
Arctic Monkeys,A Certain Romance,pos,0eDQj41kzBhMKQIkTt6OJR
Belle and Sebastian,Your Cover's Blown,pos,7DxMlNYNIOyVhQQBsVvUWI
PJ Harvey,Oh My Lover,neg,5aqkJCwD1nBG3ToOoNNhZk
The Fabulous Thunderbirds,Why Get Up,neg,2chsLk0JdDfhKI2289DUnd
IVY,I Think Of You,pos,5yRg9b3IsNwtXOYdofxdx6
The Moody Blues,Melancholy Man,neg,1NeQzAqahRYI09bgLbhVFN
Jennifer Lopez,Talk About Us,neg,5DQvUFEmMu4CSbmEnkCmio
Cranes,Bewildered,neg,2h7d7GWdyfOMfsyD4WAutN
Zeromancer,Houses of Cards,neg,2yzqAwfrnkqgi9SLT0AwsH
iLiKETRAiNS,No military parade,neg,3kq1361K0S5a30V45vWexD
Finley Quaye,Sunday Shining,pos,1zoQeNvtQRMm1LqCWlG9S5
Scanners,Lowlife,neg,7b5QkBLkJEY13L5ZCR5u0I
Alicia Keys,A Woman's Worth,pos,1NRorokmYEtr1koWybvaE4
Thin Lizzy,Boys Are Back in Town,neg,43DeSV93pJPT4lCZaWZ6b1
Every Time I Die,Your Touch Versus Death,neg,4aSDZ6mOjp6KtmhAYQNmc7
Razorlight,Up All Night,pos,4kJKGP6Afy2p11wCUS9yfA
Mindy McCready,Scream,neg,6YoLxQ37vzM8KXCUZOX5wQ
Amos Lee,Soul Suckers,pos,1NjixXlQH1YhV4s5c3kBeN
Jamie Lidell,Another Day,pos,65N5mnAk0WOubXkCryAxEe
Queensryche,I Will Remember,neg,2a3AywJ9UUwws73WLguDzd
Ben Lee,Catch My Disease,pos,4vqHz44pzFSfDNIE20QRBu
Trace Adkins,I Wanna Feel Something,neg,0rSFKomFIYkS5R0CPI0FEk
"Cerf, Mitiska & Jaren",Light The Skies (Retrobyte's Classic Electrobounce Mix),pos,5EyUucluiHh5Xe8aYU7EC2
Theatre of Tragedy,Lorelei,neg,1td8KGmA2et6RsVCtOw6NG
Architecture in Helsinki,The Cemetery,pos,50WehprQFQbsuFzp5TFalb
Tim Buckley,No Man Can Find The War,neg,6qxJcZgS7z2aBSwC4PNxVA
Diana Krall,Just The Way You Are,pos,1GGK81j5LaThJjnJHhfGDq
Chic,Savoir Faire,pos,6GWUJAzwRFTlSJouABPm6x
Willie Bobo,Spanish Grease,neg,4FOFC3YNvDgLesoVqRthZh
Anthrax,C11 H17 N2 O2 S Na,neg,2yPi8Ayxxe8K3UpnQWk3ZX
Hole,Gutless,neg,1sxOACEZ2xAMRB0TLaCwIl
PJ Harvey,Snake,neg,7dETHzGnQLFEtMYCrCgP5N
K's Choice,20.000 Seconds,neg,
Mike Doughty,I Hear the Bells,pos,56p6tVMRmU2kKOsdF6YmUJ
Faces,Sweet Lady Mary,neg,7F8RtSUHZLRgxBpghXvIC9
Little Joy,Keep Me in Mind,pos,4JvSBupKQPrrgc2s6wdpdL
The Fray,Absolute,neg,6sSDEFMeyf16WRDLRCXwTc
"Waters, Muddy",I Just Want to Make Love to You,neg,2HFczeynfKGiM9KF2z2K7K
Lovin' Spoonful,Darling Be Home Soon,neg,4JodKyl2EbwUCLxDWrvAw5
Buddy Holly,Brown Eyed Handsome Man,pos,7jn9K7WUCQndaWI4vdJxuL
Nina Simone,My Baby Just Cares for Me,pos,6VTbbVjKOC2qWagIDbkJrC
Rage Against the Machine,Revolver,neg,655gNlXQ7zb9jPrTuqJ4mf
Dave Matthews Band,Satellite,pos,5FUnxIKnKlX5KMZKz5kQYt
The Jackson 5,The Love You Save,pos,39SyB2NWiRlMtcKrI2rr4k
"Baez, Joan",Diamonds & Rust,neg,4O0sGJdqpHMaWz7KoVd7tb
Elvis Presley,In The Ghetto,neg,7KWoeBqSdZHEloYKVxssfG
Hooverphonic,Pink Fluffy Dinosaurs,pos,78jpu2HPm0WamahMf3G06h
Ashlee Simpson,Undiscovered,pos,1UfRcZcN2mHKrF6Eqq0Dfv
Dave Hollister,I'm Wrong,neg,7yLTu565fu8Yuvi6mIBhzK
The Beatles,Octopus's Garden,pos,0suLngfo7rJoetk7Ub6N8l
Billie Holiday,Trav'lin' All Alone,neg,1AE7Kt2nz88jjaqyOYEg7r
Johnny Cash,One Piece At A Time,pos,1sueD22EyCamMjdQu9Kuo3
Syd Barrett,Rats,neg,6lWznrb7BchtI9ftSxWla1
Jill Scott,Crown Royal,pos,56mEqDcSfiqQkRee1o0Jmg
Goldfrapp,Strict Machine (single mix),pos,5N84sRKTdOfdZfQvDpMhYO
The Eames Era,Could Be Anything,pos,7owOnPLsfsqsiiFBHnOGtM
Nickel Creek,When In Rome,neg,46arFjQJkK7H09CAwKU4DS
Merle Haggard,Leonard,neg,5r9C1BdBWCYrod7UhNsqf0
Lionel Richie,All Night Long,pos,4czNORk5MjW5WOn98bki32
Rilo Kiley,My Slumbering Heart,pos,7G5pAGCw2L5RyEzOHsh3KW
Metallica,Battery,neg,6UB9mShVLbMm0W4e6vud4C
The Brand New Heavies,You Are The Universe,pos,7coOBdN6UnOZHMQyoKvssx
Radiohead,Fitter Happier,neg,6wnmRxEbwUK7WLyUtiRuT7
Dishwalla,Every Little Thing,neg,4ogtqgaEUXzI7HbDcKqrps
De-Phazz,The Mambo Craze,pos,34bunDg1xvsCNlraa5xm2o
U2,Vertigo,pos,1gVVSmhWjci8l9Vrsl6HaS
Portishead,Over,neg,6624hZJ0nRh0ve2SelMXVw
Rage Against the Machine,Mic Check,neg,2lbASgTSoDO7MTuLAXlTW0
Paradise Lost,Gothic,neg,3XbLr22UdBHR9ixgfGSipW
The Bees,I Love You,pos,5shcxlhR6ChgqDf5eBtpBW
BjÃ¶rk,It's Oh So Quiet,pos,
PJ Harvey,Silence,neg,63xELEu2i48btNc5T1L4zk
"Ely, Joe",Fingernails,neg,29oi4u8sLRx5MjBANvBTbp
Black Eyed Peas,I Gotta Feeling,pos,4kLLWz7srcuLKA7Et40PQR
Sara Bareilles,Love On The Rocks,pos,45bHK5dR8PeWcuMJqmpsP1
Donavon Frankenreiter,Day Dreamer,pos,2Ds79wyR1GaXS7LCRsB9mG
Air,Cherry Blossom Girl (Radio Mix),pos,
Chicago,Saturday in the Park,pos,4OJFkrRQqol4FsPesF8eu4
Norah Jones,Those Sweet Words,pos,2MKLbFPQ3QDXpQ0KnS06Kl
Hawk Nelson,Everything You Ever Wanted,neg,5g27jHKzEGQiVqJPrPqQXS
Lit,Miserable,neg,4H4JUAZoypQ5IKTeA5prgs
Belle and Sebastian,You Don't Send Me,pos,5QByxKmAGIJrGhr3ItJ0M6
Alice in Chains,Head Creeps,neg,50hFlYpAKyiEDUJnwiZsaT
Sweet,The Ballroom Blitz,pos,6WpLICh9bBL5C4DPjdK4XF
Nine Inch Nails,Gave Up,neg,4xP6YtLiFJpRUrKwqDPXka
The Killers,Where The White Boys Dance,pos,3rfgt8fw5l6of33oj81VXn
Interpol,Specialist,neg,3z0D1SpLGfqR1yPPxc9nzt
David Sylvian,Orpheus,neg,3boUavIi1pXlifQ4VPHMg5
Neil Young,Running Dry (Requiem For the Rockets),neg,0RsjnRihXCrpQXHEk64Kcp
Melody Gardot,Quiet Fire,pos,4Yahf2dkSJFXqH0pPBLsq4
Taking Dawn,Black Diamond,neg,47VSiQxwRJG8Ow8YNtgggi
Syd Barrett,Love You,pos,6hnoeJAhNt0TLaX5yzPr2l
Jessica Simpson,With You,pos,7pNJ1T9TGbVbNHKaLhhPri
Madonna,Holiday,pos,4k6ktr10Hczmh55NY3LfJy
Flunk,I Love Music,pos,0BbPOyFSi9fYHe5xPBf2nr
Hole,Letter To God,neg,7tupXPhl9H8b13s1T5drCZ
Feist,Gatekeeper,pos,4pWabktoqeSAUXziKAF20X
Shania Twain,You're Still The One,pos,1wb4P4F0sxAQ2KXrRvsx6n
Deep Purple,Breakfast in Bed,neg,0dmpYPil2KsH6aY5OI4XC8
Anthrax,This Is Not an Exit,neg,5UcKluDovXMimUdpLaEhx9
Alice In Chains,Lesson Learned,neg,4pfdKx0OMg66baxGsDNI7S
India.Arie,Beautiful Surprise,pos,6TpLWtxUQe1B2q37jVS4VO
Jewel Akens,The Birds And The Bees,pos,1ku1Ld7gd76GPxOphoQiR6
Hooverphonic,Mad About You,pos,5drK2kTE2mrUdV33iHWyrx
"Sinatra, Frank",It Was a Very Good Year,neg,2ID3rNM3hFBjqrLcV0Wr0y
Fatboy Slim,Because We Can,pos,0MrbH0etjxlxLEQEGZnxoc
Stereophonics,Bright Red Star,neg,4Td5Uuuny9vyXBacIqM2V0
Swallow The Sun,The Justice of Suffering,neg,7q6iZJztxYtq8Emm9EuQaf
Conway Twitty,Guess My Eyes Were Bigger Than My Heart,neg,47HbazcJDwf2HWQG8Ni1bB
"Harris, Emmylou",Boulder to Birmingham,neg,05XNDab0Lhitzqk7tRpOnY
Hayley Westenra,Wuthering Heights,pos,6LE0xq9BneDEJ8jmqQTzvy
The Kinks,A Well Respected Man,pos,5e3isD5st7PGYzSJuoRSIV
Marcia Griffiths,Feel Like Jumping,pos,4R8rtLIPQcrjnYvKOlqUON
Spice Girls,2 Become 1,pos,36AWdhZIGLUTkWpJDhe7va
R. Kelly,Bump N' Grind,pos,0DBIL8arX0Zo6eAuxNIpik
Counterstrike,Draco,neg,3QWpPDdabpaifqTciHKFMu
Korn,Got The Life,neg,6nJPHXRpKYv2yqtalEjKy5
Norah Jones,Rosie's Lullaby (Live From Rehearsals.com),pos,
The Chips,Rubber Biscuit,pos,1grguGoQ5pbwDEacfRbu2R
The Modern Lovers,Hospital,neg,63PJI7dPUXQ4DW1QiGyvaa
The Rolling Stones,Jumpin' Jack Flash,pos,4KIXm3d352lilByZLEnbyT
Black Eyed Peas,Where Is The Love?,pos,1FreAz1lmnDi5aKLB6GdFM
Mase,Wanna Hurt Mase? (Album Version),neg,
Bone Thugs-N-Harmony,2 Glocks,neg,0cmWIdwWZCggEx5ybkypnG
Ben Kweller,I Need You Back,pos,5IDZYQlHH5iZsIbpmCUuoA
Jamiroquai,Feels Just Like It Should,pos,6xQqhKp7gHlBBb0OLI9BuY
Erykah Badu,Tyrone,pos,1MCem6JigI6jgQPMgriKbU
Broken Social Scene,Market Fresh,pos,2C5TfrvrFbf1AkxlIeXFZ6
Low,Violence,neg,7EJ70jXSrpkjcVRdz8dL9x
Conway Twitty,After All the Good Is Gone,neg,2fNTHRDq1KouGMlagPxjRu
Foo Fighters,X-Static,neg,
Lily Allen,Everything's Just Wonderful,pos,2wFzjUNWlF7tYzHW2A3OOe
Ice Cube,Endangered Species (Tales From the Darkside),neg,0ce0IMri055V8kqyS5FD0U
Robyn,Dancing On My Own,neg,6aqNCrRA7vs7v6QvRpI50t
Lisa Ekdahl,Sunny Weather,pos,0cbw3P38VCBxcjaDcAS3dq
Nerf Herder,5000 Ways To Die,pos,3hFadTKpO9g1W1HjxsG6h8
Madeleine Peyroux,Once In A While,pos,5uAAVnZDZsTsuuDIlTgNaL
Cat Stevens,How Many Times,neg,5HLmunnPy4JHv4ZqRrhQNp
Nirvana,Scentless Apprentice,neg,54UFDHWI2q7WHfrGbSNWph
Strapping Young Lad,Rape Song,neg,4bKDkPCJUrhi0LYudZnkGW
Lykke Li,This Trumpet in My Head,neg,2xhyQ1M1wls7JerheBnAge
Sick Of It All,Consume (LP Version),neg,
Lard,The Power of Lard,neg,1sDbvdJdkJ2lt0ZGbjtShA
The Cure,Fear Of Ghosts,neg,4XCERz1XCwACiiaWIsZRXX
Leonard Cohen,Dress Rehearsal Rag,neg,5JBjzDKCWZKTe6PPQTN0GY
Escape The Fate,My Apocalypse,neg,4UJX7so2d2L2XttE5Pfwm7
Gabe Dixon Band,All Will Be Well,pos,64rMBgXnYB3zU2oOvlxrc2
My Dying Bride,The Dreadful Hours,neg,6hBK9HZN4v8LHq47PIN515
Diary of Dreams,AlLone,neg,0TlV7c1qbCHpK3R06pzNcy
"Case, Neko & Her Boyfriends",Bowling Green,neg,
De La Soul,Eye Know,neg,
The Beatles,She's Leaving Home,neg,3PjMtNzwhDHqxoKudm6GvF
PJ Harvey,Shame,neg,3xUQfzyrHerNnSt3eUsprb
Rage Against the Machine,Settle For Nothing,neg,1CbG6oKKrYEw3W1DnddDFv
Nick Cave and the Bad Seeds,Where Do We Go Now But Nowhere,neg,343r2F9UXsAF93K4aztKMt
Matt Costa,Unfamiliar Faces,pos,6Hl0oRrHx4mWeJ6uZqq2eG
Nick Cave & The Bad Seeds,The Hammer Song (2010 Digital Remaster),neg,
Badly Drawn Boy,Bedside Story,pos,064lRxPSi9DWALT4zXuUhN
Tim Buckley,Once I Was,neg,6iI6NXjtI3IkjK2k1juqaX
Bad Brains,Destroy Babylon,neg,4KNxYUdIDJXS7pOZTH34Sk
Hot Chip,In The Privacy Of Our Love,pos,5UjqXQ77VtXZtvC9M0B0Wy
The Kooks,Sofa Song,pos,1LM6kwIYSY6864gf0tstlr
Gang Starr,Say Your Prayers,neg,4OemMFQjpHHaTX1fUcTKMR
Kelly Clarkson,Cry,neg,4Ctj6T61fZpjG8uOXjVnZP
Tommy James & The Shondells,Crimson And Clover,pos,5jfgilRtwvpSfZyKkqIGNW
Soft Cell,Youth,neg,0P0wsOSg1NXrkzJxY0zDXY
The Raveonettes,That Great Love Sound,pos,0xkoAWPy3JnVTnDqPPgy0h
Ice Cube,Why We Thugs (edited version),neg,
Goldfrapp,Road To Somewhere,pos,13ijx36pjtLFoq7PDrsQJW
Alice in Chains,Shame In You,neg,5g1gAVk9YsWjJHBya5zM77
New Model Army,"No Mirror, No Shadow",neg,67ZszWmBE8Vm8S8c15yljf
2Pac,Me Against the World,neg,76wJIkA63AgwA92hUhpE2V
The Flying Burrito Brothers,Do You Know How It Feels,neg,7olD0K7CDQkbxH3G57k52l
Kanye West,Coldest Winter,neg,2RRFTLIglxHgAYQzsSLI4Y
Type O Negative,Some Stupid Tomorrow,neg,
Aaliyah,Age Ain't Nothing But A Number,pos,2hMk3VNicbCoV8I81m7Z3q
Daft Punk,Technologic,pos,1iNeZGJsoC0D7ZyJTdIbDS
Jay Sean,Down,pos,7LP4Es66zdY7CyjepqmvAg
Incubus,Diamonds and Coal,pos,5KEzy0P5S40qrwX6xzNfMD
Natalie Merchant,San Andreas Fault (Remastered LP Version),neg,
Little Joy,How To Hang A Warhol,pos,3qdqP5gFV4ngJ0JSCQceMl
Susie Suh,Shell,pos,47OT87ILZrXFvBFxp3O3BT
Iron & Wine,Pagan Angel and a Borrowed Car,pos,05ztwxC3YMxGMyxib3ZcQl
Corinne Bailey Rae,Like A Star,pos,5Anh8jULgeUgciLHCR25Mk
Adema,Everyone,neg,7BxzDfNz645XSXHFPYyZrm
Faith No More,Take This Bottle,neg,0b5XsTT3LYmubI6t8BFVZ1
Taylor Swift,Crazier,pos,5vyxXfD5gLlyPxGZMEjtmd
Weezer,Pork And Beans,pos,5txH6topQylTHnb4lZMdQ1
Billie Holiday,Without Your Love,neg,2jOeSviYsdAy2QpHsPkZBg
Spoon,The Way We Get By,pos,2k6TManBkFAweRUCH6jYny
Cherish,Stop Calling Me,pos,1rLeqQxnLGXKBiDmoYmAnm
Bodeans,Closer to Free,neg,4j2Xkx947eebgeZQBw6pEQ
Michael BublÃ©,Put Your Head on My Shoulder,pos,5r8cnleYmzVjuLzVRQXqbW
Hole,Northern Star,neg,3w3pT3tA9IxCaiOZwoOFRv
Live,The Distance,pos,1cf4fhBrwUmJMETgclw2rS
My Dying Bride,A Sea to Suffer In,neg,4TDTfMdwwfJB1htKgzQoBZ
Alison Moyet,That Ole Devil Called Love,pos,1yPTBZpq4KNX0cVWVa1agf
Delerium,Fallen Icons,pos,6tSgx0vnHZAZkgy9xGnJj1
Mayday Parade,The Last Something That Meant Anything,neg,1p8hqeAIzDqnO9QoHBCVwG
Sophie Ellis-Bextor,Me And My Imagination,pos,2SOsfApnw6rW2g9Z93VQ6N
Morrissey,Come Back To Camden,neg,2YdZHY1xGepdXBZfpvhTcy
Blind Melon,Three Is A Magic Number,pos,6n1ISqV28uan809DK6vzjh
Anthony Rother,Back Home,pos,7t8CLzLAQQzpIP0uBqgHti
Melody Gardot,Goodnite,pos,0IaFIfEvXWNZaJvunmOK2z
Keith Anderson,Somebody Needs A Hug,pos,48ivxDNnzwG3s1DpZam1Y3
Carpenters,Goodbye To Love,neg,1PLgQkmhgh6GHQnomQ50Rv
Dark Sanctuary,FunÃ©railles,neg,
Pet Shop Boys,Love Is A Catastrophe,neg,5NYqFbjif9fAeQkm59m1CP
Eisley,Ambulance,neg,6NVxygl7BEu79GmncqAr8v
Combichrist,The Corps Under My Bed,neg,0wIil8QdtTe3WkNH0jL6Og
Sticky Fingaz,Oh My God,neg,7f2lXpjFGd8Fkv8yybWJ3K
RÃ³isÃ­n Murphy,Parallel Lives,pos,
The Decemberists,Song for Myla Goldberg,pos,6GeuYmhUFJdCBhKmbharbx
Children of Bodom,Towards Dead End,neg,2dzCUvvliKLw9dj84IRlAg
The Shangri-Las,Give Him A Great Big Kiss,pos,3oXZc7JQUfqs29lpyQFny6
Nick Cave and the Bad Seeds,I Let Love In,neg,0qHeP8zt2WWef7EWCs1ECj
L7,This Ain't Pleasure,neg,7rkcxJBUJ7uQVXy64waN6n
Blue Rodeo,5 Days in May,pos,5AIcpQ7JFM3DZju7bPqb8t
Basement Jaxx,Right Here's The Spot,pos,1j67dF5BgQGYRLBSfCXKNe
Opeth,Bleak,neg,0Nj4eoThAEPpmeSA6zWYEs
The Smiths,Last Night I Dreamt That Somebody Loved Me,neg,17zN523CEjJWBGXrUb3xex
Melody Club,Fever Fever,pos,6zTABzmPL5AMGsPcOZkPIB
Bonnie Raitt,The Bed I Made,neg,1hM3GKzd44N4EeFHyLjrOp
Frank the Baptist,Letters To Earth,neg,
Kate Rusby,Underneath The Stars,pos,5SgB8MKtOLeqvrR0salGx5
Rosanne Cash,Blue Moon With Heartache,neg,4TDX7TaAUcdb7Emfgh5Vif
Steely Dan,Bodhisattva,pos,6cdLlECd80adBM3fgEk9Km
ATB,Ecstasy,pos,17pKBF6PSmtlRxIgdTAkVn
Rogue Wave,Chicago x 12,pos,3dNrOxN4G71UBpbbQdvPFh
Gin Blossoms,Follow You Down,pos,1pLKdh2buRI4Qt8dNeiMTZ
Ice Cube,The Nigga Ya Love to Hate,neg,3Mzqw2mz9YMKjjCEmypYfZ
Brazilian Girls,Lazy Lover,pos,2Rkl87U5VU2LNTT9gAbA2Z
The Good Life,Heartbroke,neg,6BqapR6h0d5A1Z3P4SfewQ
Katie Melua,Lilac Wine,pos,5Y7yyn3OhV0TDcXUEd0SXb
Moya Brennan,No One Talks,pos,0RTJvWlWgAGg7RCjePZwBN
Zee Avi,Kantoi,pos,4lWTmfcJM1Y9qbq3jdC5WN
OK Go,1000 Miles Per Hour,pos,0BaMAM6thMwSLqGpRvXKMA
"Smith, Elliott",Miss Misery,neg,4zetUxeSCCDwrr1jJT0SuD
Celtic Woman,Someday,neg,0QWsU7rdcjFrsVw2O2uC0J
Alan Jackson,Laid Back 'n Low Key (Cay),pos,3iWlJvcVToKdGCBiXrGXj0
George Jones,Ol' Frank,neg,2n3YjUXsWarXRIPagtgkm7
of Montreal,Forecast Fascist Future,pos,3Tbl1VK4Z9ebavjXPTVAp8
Tammy Wynette,Southern California,neg,67s8Z5SJpCpZ34HoCGRQNI
Mark Lanegan,Kingdoms Of Rain,neg,4DDSNT2JFx49bTCkkWvM1r
VAST,Dedicate (A Place For Me),neg,07lRBSPZWMw1DHwLMa2Opi
Tom Waits,The Fall of Troy,neg,7AZPQyRK3KJtH8AKAcJasd
Leverage,Wolf and the Moon,neg,2hJlL0NCwnn79rAEDK3bxD
Pulp,Common People,pos,2fXKyAyPrEa24c6PJyqznF
Creedence Clearwater Revival,Proud Mary,pos,6pxWv6GV35VGmcPf5dh6CH
The Playmates,Beep Beep,pos,2HgyHjIYqPbnxkha7vM3de
Rosemary Clooney,You'll Never Know,neg,25LzrQMzURfcTTxLqu4awf
The Young Rascals,Groovin',pos,3c2kMiSB86tVq1J4oULmvL
